stock,date,title,label
RENN,2012-02-24,"UPDATE: Deutsche Bank Downgrades Renren to Sell; Benzinga's Top Downgrades; Deutsche Bank Downgrades Renren from Hold to Sell, Maintains PT at $3.49",2
ZGNX,2015-07-14,"Mid-Afternoon Market Update: Micron Gains On Rumor Of Tsinghua Bid; Navient Shares Drop; UPDATE: Zogenix Sees Co. Submitting IND Application to Begin Phase 3 Trials for ZX008 to FDA During Aug.; 8-K from Zogenix Shows Co. Seeking to Enroll 105 Patients in Each of the Two Planned Double-Blind, Randomized, Controlled Phase 3 Trials for ZX008",2
RGLD,2014-05-29,"UPDATE: Morgan Stanley Initiates Coverage On Royal Gold On Positive Outlook; Morgan Stanley Initiates Coverage On 3 Gold Stocks Amid Downturn; Benzinga's Top Initiations; Morgan Stanley Initiates Coverage on Royal Gold, Inc. at Overweight, Announces $77.00 PT",2
TST,2012-12-18,"TheStreet Announces SEC Settlement of '08, '09 Accounting Issues; Shares of TheStreet Largely Unaffected Following SEC Suit Against Former CFO Ashman Related to Accounting, Says Ashman Improperly Inflated Sales at TheStreet.com",1
TXRH,2014-11-18,"UPDATE: Wunderlich Securities Reiterates On Texas Roadhouse On Strong Sales, Modest EPS Growth; Wunderlich Maintains Hold on Texas Roadhouse, Inc., Raises PT to $33.00",1
HNP,2016-07-08,Mid-Afternoon Market Update: Dow Surges 250 Points; Juno Therapeutics Shares Tumble; Mid-Day Market Update: PriceSmart Drops Following Weak Q3 Results; Eleven Biotherapeutics Shares Spike Higher; Stocks Hitting 52-Week Lows,1
ACC,2013-06-05,"UPDATE: Hilliard Lyons Upgrades American Campus Communities to Buy on Attractive Entry Point; Hilliard Lyons Upgrades American Campus Communities Inc to Buy, Announces $49.00 PT",1
CLI,2014-03-03,"Mack-Cali Realty Corporation Sees FY2014 EPS $1.75-1.95 vs $2.00 Est; Mack-Cali Realty Corporation Reports Q4 EPS of $0.52, Inline; Revenue of $165.30M vs $161.70M Est; Mack Cali Reports Q4 FFO of $0.52, Inline; Revenue of $165.30M vs $161.70M Est",1
PRGS,2012-06-28,"UPDATE: Jefferies Cuts PT to $25 on Progress Software Corporation on Continuing Transition  ; Jefferies & Company Maintains Progress Software at Hold, Lowers PT from $28 to $25",1
GD,2013-04-11,U.S. Defense Logistics Agency Awards General Dynamics $9.5 Million Contract for Abrams Spares; Drexel Hamilton Upgraded General Dynamics Corporation to Hold,2
ALSN,2012-07-30,Allison Transmission Reports Q2 EPS $2.21 vs $N/A Est; Revenues $559.4M vs $601.90M Est; 5 Auto Parts Stocks With The Highest Operating Margin,1
NPO,2011-10-13,"EnPro's GST Subsidiary Appeals Decision Denying Access to Information about Asbestos Claimants  ; Rodman & Renshaw Initiates Coverage on EnPro at Outperform; Rodman & Renshaw Initiates EnPro Industries at Market Outperform, $47 PT",1
TXRH,2017-10-30,"13 Stocks Moving In Monday's After-Hours Session; Texas Roadhouse Sees FY17 Comps Positive, CapEx ~$170M; FY18 Sees Comps Growth Positive, Flat Food Costs, CapEx ~$175M; Texas Roadhouse Reports Q3 EPS $0.43 In-line With Est., Sales $540.507M vs $538.25M Est., Comps Up 4.5%; Earnings Scheduled For October 30, 2017",0
COF,2014-04-17,"Nomura Maintains Neutral on Capital One Financial Corporation, Raises PT to $75.00; UPDATE: Bank of America Reiterates on Capital One Financial Following Q1 GAAP EPS Report; Capital One Reports Q1 Results; Bank of America Maintains Buy on Capital One Financial Corporation, Raises PO to $84.00",1
FOXF,2016-02-29,"Fox Factory Holdings Sees Q1 2016 EPS $0.12-$0.16 Vs Est $0.14 & Sales $73M-$77M Vs Est $72.87M; Fox Factory Holdings Sees FY 2016 EPS $1.05-$1.13 Vs Est $1.09 & Sales $375M-$395M Vs Est $389.04M; Fox Factory Authorizes New $40M Buyback; Fox Factory Holdings Reports Q4 Adj EPS $0.18 Vs Est $0.22, Sales $95.7M Vs Est $88.46M; Earnings Scheduled For February 29, 2016",1
RLJ,2016-01-19,"Hotel REIT Sector Downgraded To Sell At Ladenburg; Ladenberg Downgrading Hotel REITs, Believes Steep Downside Remains Despite Recent Heavy Selloff; Ladenburg Thalmann Downgrades RLJ Lodging to Sell",0
AZN,2017-08-31,Benzinga's Option Alert Recap From August 31; Daiichi Sankyo Denies Nikkei Business Report That Co. Received An Acquisition Offer From AstraZeneca; AstraZeneca Option Alert: Sep 15 $29.5 Calls Sweep (22) at the Ask: 3500 @ $0.6 vs 1081 OI; Ref=$29.75; Japan's Daiichi Sankyo Rejected Takeover Bid from AstraZeneca Last Year -Nikkei Business,1
TXRH,2016-05-10,"Alaska Air To Join S&P 500, Texas Roadhouse, Cavco To Be Added To Other S&P Indices; Alaska Air to Join SanDisk in S&P 500, Texas Roadhouse to Replace Alaska Air in S&P MidCap 400, Cavco Industries to Replace Texas Roadhouse in SmallCap 600",1
HOS,2012-08-02,Hornbeck Offshore Services Reports Q2 EPS $0.35 vs $0.42 Est; Revenues $131.6M vs $131.89M Est; Hornbeck Offshore Services Reports Q2 EPS $0.35 vs $0.42 Est; Revenues $131.6M vs $131.89M Est,2
DKS,2010-11-11,"China Fighting Inflation  11-11-2010; Options Brief: Dick's Sporting Goods (DKS); Longbow Downgrades (AME, DKS)",2
HIIQ,2017-10-16,30 Stocks Moving In Monday's Mid-Day Session; Health Insurance Innovations Announces $50M Buyback; Health Insurance Sees Q3 EPS $0.44-0.46 vs $0.35 Est; Sees Sales $62.30M-63.30M vs $54.82M Est,1
MGCD,2015-09-10,"MGC Diagnostics Reports Q3 EPS $0.80, Sales $5.2M, no estimates; Earnings Scheduled For September 10, 2015",2
MKC,2014-01-30,"UPDATE: Deutsche Bank Downgrades McCormick After 17 Years; Benzinga's Top Downgrades; Deutsche Bank Downgrades McCormick & Company, Incorporated to Hold, Lowers PT to $66.00",1
JWN,2015-07-08,"The Day The NYSE Stopped Working; Nordstrom customer service rep: Company says they have had no breach or issues, have had ""smooth sailing.""",0
IMPV,2011-12-12,"End-of-Day Market Summary for December 12, 2011; Afternoon Movers; Negative Euro News",2
HBAN,2011-10-21,"Compass Point Reiterates Huntington Bancshares Neutral, Lowers PT; Oppenheimer Downgrades Huntington Bancshares to Perform, Removes PT",1
INXN,2011-06-09,"UPDATE: Benchmark Initiates InterXion Holding at Buy; Benchmark Initiates InterXion At Buy, $17 PT",0
HBAN,2015-07-08,"Benzinga's Top Initiations; CLSA Initiates Coverage on Huntington Bancshares at Underperform, Announces $12.00 PT",1
CORI,2017-05-11,"Corium Reports Q2 EPS $(0.42) vs $(0.37) Est., Sales $7.3M vs $6.3M Est.; Corium Reports Preliminary Results in Alzheimer's Clinical Study",2
SNY,2016-03-17,"The Market In 5 Minutes: Thursday, March 17, 2016; Goldman Sachs Considers Implications For Regeneron, Amgen, Sanofi Following PCSK9 Ruling",1
AT,2017-03-02,"Atlantic Power Sees FY17 Adj. EBITDA $225-$240M; Atlantic Power Reports Q4 EPS $(0.06) vs $(0.08) Est., Sales $93.4M vs $98.4M In Same Qtr. Last Year",0
MDCO,2013-01-08,"Mid-Afternoon Market Update: Markets Fall Further, Isis Pharma Rallies; Mid-Day Market Update: Markets Remain Down, The Medicines Company Sees a Big Boost; The Medicines Co. Offers Results of Phase 3 Trial of Cangrelor for Treatment of Patients Undergoing PCI",2
AZN,2016-06-03,"AstraZeneca, Teva, Biogen, Allergan Said to be Potential Bidders for Acadia -Daily Mail; Ironwood Pharmaceuticals Closes Transaction with AstraZeneca for US Rights to Lesinurad",1
SNY,2010-01-20,"U.S Futures Slip Despite Optimism in the Economy (BAC, MS, WFC); No Sunshine In The US Stock Markets",0
SNY,2010-07-29,"Options Bet Genzyme Doesn’t See a Higher Bid (GENZ); Stock Market News for July 29, 2010 - Market News",0
CBG,2011-06-10,"S&P Financial Sector Update 6/10/11; S&P Sector Update: Utilities Leading (0.30%), Financials Lagging (1.30%)",0
TXRH,2017-06-22,The Market In 5 Minutes; BMO Capital Upgrades Texas Roadhouse to Outperform,1
TM,2015-04-15,"Look Out, Tesla - BMW Is Coming For You; From Toyota Newsroom: 'Toyota Invests in Competitive Plants'",1
LEDS,2014-04-14,"SemiLEDS Corporation Reports Q2 EPS of $(0.21), Inline; Revenue of $4.20M vs $4.47M Est; Earnings Scheduled For April 14, 2014",1
STRT,2017-08-10,"Strattec Security Reports FY17 EPS $1.96 vs. $2.51 In Prior Year, Sales $417.3M vs. $401.4M In Prior Year; Strattec Security Reports Q4 EPS $0.48 vs. $0.16 In Same Qtr. Last Year, Sales $108.4M vs. $108.3M YoY",0
CNX,2012-01-17,"CONSOL Energy Announces Operations Update; Gas Division Produces 39.7 Bcf in Quarter, up 15%; UPDATE: Deutsche Bank Initiates Buy, $50 Target on CONSOL Energy; Deutsche Bank Initiates CONSOL Energy at Buy",0
DG,2011-07-18,UPDATE: Dollar General Redeemed $839.3M Outstanding 10.625% Notes Due 2015; Dollar General Expects $60M Pretax Non-Operating Loss for FY11,1
BEL,2017-06-06,"18 Biggest Mid-Day Gainers For Tuesday; Benzinga's Top Upgrades, Downgrades For June 6, 2017; Telsey Advisory Group Upgrades Belmond Ltd. Class A Common Stock to Outperform",2
PTR,2010-10-13,"Benzinga's Top ETF Decliners (ZSL, EDZ, BZQ, FXP); Benzinga's Top ETF Gainers (CZM, AGQ, EDC, LBJ)",1
TM,2011-09-13,Toyota Says Mississippi Plant Will Hire 2k Team Members; Toyota Says Alabama Engine Plant Will Begin Production This Month; How to Profit from Chinese Plan to Save Italy,1
FENG,2012-11-21,"UPDATE: Deutsche Bank Reiterates Hold Rating, Lowers PT on Phoenix New Media; Deutsche Bank Maintains Phoenix New Media Limited at Hold, Lowers PT from $3.97 to $3.65",0
JWN,2016-05-23,Option Alert: JWN Jun16 40.0 Calls Sweep: 563 @  ASK  $0.60: 2718 traded vs 2501 OI: $38.29 Ref; Option Alert: JWN Jun16 40.0 Calls Sweep: 563 @  ASK  $0.60: 2718 traded vs 2501 OI: $38.29 Ref,1
TOL,2016-11-15,Benzinga's Top Initiations; Evercore ISI Group Initiates Coverage On Toll Brothers Inc. Common Stock at Hold,1
CPST,2017-01-30,"UPDATE: Capstone Says Cash Usage Down 56% in Q3; Capstone Turbine Reports Prelim. Q3: Sales ~$20M vs $19.4M Est., Booked Net Product Orders ~$11M",2
EFX,2017-09-13,"Equifax Shares At Session Lows, Down 12%, But Largely Unaffected Following Headline US House Energy And Commerce Committee Has Asked Co. CEO Smith To Testify On Oct. 3; The Tough New Question Investors Are Asking Post Equifax Breach; Companies Holding Analyst/Investor Days Today Include Atlassian, Equifax, and National Grid; The Market In 5 Minutes",0
DKS,2014-02-25,"Belus Capital's Sozzi Upgrades Dick's from Sell to Hold; Benzinga's Top Upgrades; Belus Capital Advisors Upgrades Dick's Sporting Goods Inc to Hold, Raises PT to $54.00",1
INF,2014-07-16,Novogratz Long Equities and Currency in India; Multi-Year Trade; Novogratz Likes India,1
GGP,2016-02-03,General Growth CEO Warns Apple Stores May Be Bogging Down Growth; Amazon To Put Roots Down With Bookstores?,0
CBG,2011-01-25,Zacks #1 Rank Additions for Tuesday - Tale of the Tape; Zacks #1 Rank Additions for Tuesday - Tale of the Tape,1
BPL,2013-10-14,"UPDATE: Deutsche Bank Upgrades Buckeye Partners LP Following Announcement of Hess Products Acquisition Deal; Deutsche Bank Upgrades Buckeye Partners L.P. to Buy, Raises PT to $75.00",1
AGEN,2014-07-24,Agenus Inc. Reports Q2 EPS of $(0.12) vs $(0.17) Est; Agenus Announces Vaccine Candidate for Malaria Accepted for EU Regulatory Review ,2
KEY,2013-01-07,"Keycorp Receives Positive Mad Money/Jim Cramer Mention -CNBC; Benzinga's Top Pre-Market Losers; Benzinga Market Primer: Monday, January 7",1
AIMC,2016-04-29,"Altra Industrial Motion Q1 Profit Falls 6.4%, Maintains Full Year Outlook; Altra Sees FY16 Rev. $700-$720M vs. Est. $706M, EPS $1.40-$1.50 vs. Est. $1.45; Altra Reports Q1 EPS $0.38 vs. Est. $0.33, Rev. $180.453M vs. Est. $175.58M",0
EFX,2010-12-17,"Goldman Initating Coverage On Equifax (EFX); Goldman Sachs Initiates EFX Coverage With A Neutral Rating, $39 PT",1
OMED,2014-02-11,"Benzinga's Top Initiations; Mizuho Securities Initiates Coverage on OncoMed at Buy, Announces $45.00 PT",2
ETN,2013-10-25,"Eaton Corporation Narrows FY2013 EPS Guidance from $4.05-4.25 to $4.05-4.15 vs $4.18 Est; Eaton Corporation Sees Q4 EPS $1.00-1.10 vs $1.12 Est; Eaton Corporation Reports Q3 Adjusted EPS of $1.12, Inline; Revenue of $5.61B vs $5.70B Est; Earnings Scheduled For October 25, 2013",2
RGS,2016-08-23,"Regis Q4 EPS $0.12 vs ($0.01) est, Revenue $447.7M vs $456.2M est; Earnings Scheduled For August 23, 2016",0
HDP,2016-01-15,"8-K from Hortonworks Shows Prelim. Q4 Sales $37M-$38M vs $34M Est., Adj. EBITDA $(17.5M)-$(16.8M); S-3 from Hortonworks Shows Registration for $100M Common Stock Shelf Offering",1
CSV,2015-02-25,"Carriage Services Raises Rolling Four Quarter Outlook; Sees EPS $1.55-1.59; Carriage Services Reports Q4 EPS $0.38 Vs Est $0.35, Sales $59.4M Vs Est $%8.20M",1
IMPV,2011-12-19,"UPDATE: JP Morgan Initiates Imperva with Outperform, $31 PT; JP Morgan Initiates Imperva at Overweight; UPDATE: Deutsche Bank Initiates Coverage on Imperva at Buy; Deutsche Bank Initiates Imperva at Buy",2
TST,2012-09-12,"UPDATE: TheStreet Paid About $5.8M for The Deal, Will Reduce Headcount; TheStreet Buys The Deal",1
CHCO,2010-12-27,City Holding Co. Downgraded to Hold at Standpoint Research; Standpoint Research Downgrades City Holding (CHCO),1
HOS,2010-11-04,Puts Purchased on Hornbeck Offshore Services (HOS); Hornbeck Offshore Services Beats Estimates (HOS),0
KANG,2014-08-25,"iKang Healthcare Reports Q1 EPS $0.13 vs Est. $0.17 , Revenues $60.2M vs Est. $61.4M; Earnings Scheduled For August 25, 2014 ",2
BCOM,2016-03-10,Benzinga's Top Downgrades; Chardan Capital Downgrades B Communications to Hold,0
COF,2016-10-25,"8-K from Capital One Shows Q3 Adj. EPS $2.03 vs $1.94 Est., Sales $6.5B vs $6.42B Est.; Q3 Credit Card Showdown: Capital One Vs. Discover Card; Earnings Scheduled For October 25, 2016",1
BPL,2016-08-05,"Buckeye Partners Reports Q2 EPS $1.07 vs $0.96 Est., Sales $777.122M vs $760M Est.; Earnings Scheduled For August 5, 2016",1
ACC,2013-01-16,"UPDATE: JP Morgan Upgrades American Campus Communities to Overweight on Core Growth, Pipeline Strength  ; JP Morgan Upgrades American Campus Communities Inc to Overweight, Raises PT to $53.00",1
TM,2015-08-25,Autoliv Shares +3.5% Premarket as Toyota Testing Co's Airbag Inflators as Alternative to Takata; Toyota Says Testing Airbag Inflators from Autoliv -Reuters,0
PRGS,2016-06-30,"A Peek Into The Markets: U.S. Stock Futures Climb Ahead Of Jobless Claims Report; 7 Stocks To Watch For June 30, 2016",2
ESTE,2017-10-19,Mid-Afternoon Market Update: Crude Oil Down 1.25%; Alcobra Shares Spike Higher; 32 Stocks Moving In Thursday's Mid-Day Session; Earthstone Energy Shares Down 14.04% On More Than 10x Avg. Volume; Wed. Co. Announced 4.5M Share Offering Common Stock Priced At $9.25/Share; Mid-Morning Market Update: Markets Open Lower; Verizon Sales Beat Estimates; 22 Stocks Moving In Thursday's Pre-Market Session,0
HDP,2016-02-11,"Susquehanna Predicted 70% Downside In Hortonworks Last Year...But Now It's Upgrading The Stock; Benzinga's Top Upgrades; Suquehnna Positive on Hortonworks, Sees Co Burning Cash And Juggling Uncertain Market Evolution Leaving Shares Somewhat Suppressed; Susquehanna Upgrades Hortonworks to Neutral",0
DKS,2015-11-02,"Worst Performing Industries For November 2, 2015; Earlier Monness Crespi Hardt Downgraded Dick's Sporting Goods to Neutral",1
EFX,2014-02-18,"UPDATE: Raymond James Downgrades Equifax Ahead of Limited Upside Opportunities; Raymond James Downgrades Equifax, Inc. to Market Perform, Removes $67.00 PT",1
NAV,2015-07-27,"Goldman Cuts Machinery Group To Cautious: Upgrades Deere, AGCO, Downgrades Manitowoc, Terex, Navistar; Goldman Sachs Downgrades Navistar International to Sell, Lowers PT to $15.00",2
GSS,2017-09-29,"Benzinga's Top Upgrades, Downgrades For September 29, 2017; Desjardins Initiates Coverage On Golden Star Resources, Ltd Common Stock with Buy Rating",1
ACC,2012-02-15,Deutsche Bank: American Campus' 4Q Results Positive; ISI: American Campus Comes in Just Ahead of Consensus,0
JCI,2016-11-08,"15 Biggest Mid-Day Gainers For Tuesday; 22 Stocks Moving In Tuesday's Pre-Market Session; Johnson Controls Q4 EPS $1.21 vs $1.06 Est, Revenue $10.2B vs $9.5B Est; 10 Stocks You Should Be Watching Today; Earnings Scheduled For November 8, 2016",2
STRA,2016-07-27,"Mid-Afternoon Market Update: Crude Oil Down 2.5%; Sequenom Shares Spike Higher; Strayer Education Q2 EPS $0.72 vs $1.04 est, Revenue $108.5M vs $109.2M est",0
HBAN,2010-03-10,"Market Roundup (PSYS, MHP, MCO, KCI, C, ZION, RF, HBAN, BCS); Huntington Bancshares Inc. (HBAN) To Face Next Resistance Around $5.71",1
AEZS,2017-04-27,"Adam Feuerstein Tweets: I'm told $AEZS moved the goal line. Very well…; Adam Feuerstein Tweets: I forgot about $AEZS. Zoptrex ph3 results expected end of April, so by tomorrow. Another doxorubicin reformulation a la $CYTR. Uh oh…",0
RST,2010-10-13,"Afternoon Market Update (BIG, SKS, WMT, RST, CVX); Rosetta Stone Names Stephen Swad as CFO",0
DKS,2016-11-07,DICK'S Sporting Goods Partners with CommerceHub; Watch These 5 Huge Put Purchases In Monday Trade,1
NPO,2015-06-03,"EnPro Industries Enters Agreement to Acquire Veyance North-American Air Spring Business, Manufacturer of Goodyear Air Springs; EnPro Announces Purchase Veyance North American Air Spring Unit from Contiental AG, No Terms Disclosed",1
NBL,2010-12-15,Sterne Agee Neutral On Noble Energy; Sterne Agee Initiates Noble Energy At Neutral,1
TM,2011-12-05,Detroit Three Set for Best Year Since 2008; Toyota To Issue Fiscal Year Outlook On December 9,1
NKTR,2013-02-28,Nektar Therapeutics Sees FY2013 Sales $200.0M-210.0M vs $175.20M Est; Nektar Therapeutics Reports Q4 EPS of $(0.46) vs $(0.44) Est; Revenue of $21.10M vs $19.12M Est,1
G,2011-08-03,UPDATE: Citi Raises PT on Genpact Ltd from $17.50 to $18; Citigroup Raises PT on Genpact To $18,0
AEZS,2016-01-25,"AEterna Zentraris Surged 17%: Here Is What You Need To Know; Aeterna Zentaris Spike to High of $3.60, +17.5%; Co Announced Stock Purchases by Management; Aeterna Zentaris PR Highlights Recent Management Stock Purchases",2
HDP,2016-09-20,18 Biggest Mid-Day Gainers For Tuesday; 18 Stocks Moving In Tuesday's Pre-Market Session,2
NKTR,2011-01-13,BROOKFIELD ASST (BAM) - Profit Tracks; BROOKFIELD ASST (BAM) - Profit Tracks,1
AZN,2014-05-09,"Amgen, AstraZeneca Offer Positive Results from Phase 3 Study of Brodalumab, Study Met Primary, Secondary Endpoints; AstraZeneca Shares Now Have Almost Fully Recovered Losses Following 'Blocking' Report, More Recent Headline Suggests UK's Business Department is Neutral on Deal with Pfizer; Will The U.K.'s Business Department Block Pfizer's Bid?; Bloomberg Reporting UK Business Department Could Be Looking at Ways to Block Pfizer's Bid",1
GD,2011-02-28,Option Strategies to Consider When Implied Volatility Relatively Low  02-28-2011; Puts Purchased on General Dynamics Corporation (GD); General Dynamics Awarded $78M Cyber Operations Contract by U.S. Navy ,1
GWPH,2017-05-10,"Analyst: GW Pharma Has Started Laying The Groundwork For Taking Epidiolex To Market; Sen. Daylin Leach Talks Cannabis Bill 528: Adult Use And Economic, Societal Profit",0
PTR,2015-06-01,Benzinga's Top Initiations; Bernstein Initiates PetroChina With Underperform; Bernstein Initiates Coverage on PetroChina at Underperform,1
ETN,2013-08-02,"Eaton Corporation Sees Q3 EPS $1.05-1.15 vs $1.22 Est., Narrows FY2013 EPS Guidance from $4.05-4.45 to $4.05-4.25 vs $4.33 Est; Benzinga Market Primer: Friday, August 2: Japan Surges On GDP Revision; Eaton Corporation Reports Q2 EPS of $1.09 vs $1.11 Est; Revenue of $5.60B vs $5.77B Est; US Stock Futures Edge Higher Ahead Of Jobs Report; Earnings Scheduled For August 2, 2013",1
