stock,date,title,label
MNTX,2011-09-12,Manitex International Announces $3.1 Million in New Orders,1
RGEN,2016-02-25,"Repligen Reports Q4 Adj. EPS $0.07, Inline, Sales $21.4M vs $19.8M Est.",1
JWN,2014-08-14,Will Nordstrom Follow Macy's Lead And Report A Poor Second Quarter Result?,1
AT,2013-03-01,Desjardins Capital Downgraded Atlantic Power Corporation to Hold,2
ELGX,2015-12-10,Endologix AFX(R) Endovascular AAA System Receives Shonin Approval for Marketing in Japan,1
WNS,2016-11-10,"Suntrust Robinson Humphrey Financial Technology, Business & Government Services Conf Today",1
NBL,2015-02-18,Option Alert: Noble Energy Feb $52.5 Call; 3900 Contract Trade at Ask @$0.55; Now $51.70,1
IMPV,2016-10-19,Mid-Morning Market Update: Markets Mostly Higher; Morgan Stanley Tops Q3 Estimates,0
NRP,2011-01-20,UBS Downs NRP To Neutral,0
RGS,2012-06-04,Top 4 Small-Cap Stocks In The Personal Services Industry With The Highest ROA,1
AT,2012-02-01,Atlantic Power Announces Agreement to Acquire a 300 MW Wind Development Project in Oklahoma ,1
NRG,2010-12-13,NRG Energy Expands in New Mexico - Analyst Blog,1
MDCO,2014-11-05,Medicines Company Enrolls First Patient in Phase 3 Studies of CARBAVANCE for Treatment of Serious Bacterial Infections,0
RLJ,2014-10-21,RLJ Lodging Trust Completes $143M Secured Financing ,2
DKS,2013-03-12,JP Morgan Reiterates Nike at Overweight Rating on Dick's Sporting Goods Expansion,2
INXN,2013-05-16,"Citigroup Upgrades InterXion Holding N.V. to Buy, Raises PT to $30.00",2
DG,2012-12-14,"UPDATE: Deutsche Bank Reiterates Buy Rating, Lowers PT on Dollar General Corp.",0
TM,2013-09-04,Toyota Reports US Auto Sales Growth 22.8% vs 15% Est.,1
RLI,2016-07-19,"RLI Reports Q2 EPS $0.61 vs. Est. $0.60, Rev. $195.9M vs. Est. $208.2M",1
HMNY,2017-05-23,Mid-Day Market Update: Kirkland's Drops After Weak Q1 Results; Helios and Matheson Analytics Shares Surge,0
EFX,2017-09-15,"Equifax Reportedly Asked By Connecticut Atty. General To Disable Fee-Based Monitoring Services, Reimburse Fees For Credit Freezes",0
AIMC,2012-07-30,"Jefferies & Company Maintains Altra Holdings at Hold, Lowers PT from $20 to $19",0
SNV,2017-04-17,"Synovus Financial Reports Q1 EPS $0.56 vs $0.51 Est., Sales $304.1M vs $301.9M Est.",2
G,2014-03-19,Genpact Announces Renewal of Contract with Ahold,1
TX,2016-11-03,Mid-Afternoon Market Update: Crude Oil Down 2%; Metaldyne Performance Group Shares Spike Higher,2
DG,2015-12-03,US Stock Futures Mostly Flat Ahead Of Factory Orders Data,2
RENN,2014-11-20,"Earnings Scheduled For November 20, 2014",2
ETN,2017-10-17,"Buckingham Initiates Coverage On Eaton Corporation, PLC Ordinary Shares with Neutral Rating, Announces $82.00 Price Target",1
DG,2014-06-03,From Dollar General Call: Won't Give Specific Guidance on Gross Margins,1
IVZ,2017-01-26,Invesco Reports Q4 Adj. ESP $0.59 vs $0.58 Est.,0
GD,2014-08-25,General Dynamics Awarded Contract To Implement Massachusetts Statewide Next-Generation 9-1-1 System,1
JWN,2016-05-12,Nordstrom Shares Down ~11% At $40 In After Hours Trading,1
BIOA,2016-08-10,20 Biggest Mid-Day Gainers For Wednesday,0
CNX,2014-05-07,"Nicholas DeIuliis To Take Over As CEO of Consol Energy, Previous CEO To Serve As Chairman",1
CETV,2014-03-04,Benzinga's Top #PreMarket Losers,1
EGAN,2015-05-29,A Look At 2 Small-Cap Software Companies Roberto Pedone Likes,1
SYNL,2016-08-09,"Synalloy Reports Q2 EPS Breakeven vs. Est. $(0.01), Rev. $34.9M vs. Est. $39.5M",2
TM,2015-05-19,Here's Why U.S. Automakers Fear The Pacific Trade Pact,1
HALO,2014-07-31,"Shares of Halozyme Resume Trade, Stock Now Up 10.3%",0
JCI,2015-04-16,Option Alert: Johnson Controls May $52.5 Call; 3005 Contract Trade at Ask @$0.45; Now $50.14,1
ELGX,2011-06-29,Discovery Equity Partners Discloses 4.5% Stake in Endologix,1
NRG,2017-07-10,Option Alert: NRG Jul 17.0 Calls Sweep: 4578 @  ASK  $0.25: 12k traded vs 1955 OI:  Earnings 8/9 Before Open (est)  $16.23 Ref,1
GD,2015-01-28,"Earnings Scheduled For January 28, 2015",0
GWPH,2016-12-22,"Viridian's President Shares An Update On Marijuana Stocks, M&A And Investments: Deals Surpass $1 Billion",1
IMPV,2016-01-07,Who Will Be 2016's Top Earners?,1
MDCO,2013-07-02,The Medicines Company Announces Positive Results for Solo II Trial of Oritavancin in the Treatment of Acute Bacterial Skin and Skin Structure Infections (ABSSSI) ,1
TOL,2010-12-02,Pending Home Sales Rebound 10.4% in October,2
SNY,2014-10-28,Mid-Afternoon Market Update: Dow Rises Over 150 Points; Kohl's Shares Decline On Weak Forecast,1
AEZS,2011-12-13,Aeterna Zentaris Announces Encouraging Clinical Data for Perifosine in Hodgkin Lymphoma Presented at ASH Meeting ,0
HBAN,2016-12-06,"Goldman Sachs Reinstates Neutral on Huntington Bancshares, Announces $13.50 Target",1
MTOR,2014-06-23,Meritor In $500 Million Eaton Settlement; Sees $209 Million Net Proceeds,1
HALO,2014-04-04,UPDATE: Halozyme Announces Temporary Halt of Phase 2 Trial Enrollment,2
AEZS,2011-12-12,Aeterna Zentaris Announces Encouraging Preclinical Data for Perifosine in Hodgkin Lymphoma Presented at ASH Meeting ,0
HALL,2017-05-09,"Hallmark Financial Reports Q1 EPS $0.21 vs $0.25 Est., Sales $96.9M vs $90M In Same Qtr. Last Year",1
HBAN,2015-03-10,Huntington Bancshares Offers Slideshow Presentation Ahead of RBC Financial Institutions Conference: Aiming for Long-Term Sales Growth in 4-6%,0
HALO,2014-02-04,Halozyme Therapeutics Prices 7.692M Share Offering at $13.00/Share ,0
TOL,2012-08-22,"Earnings Scheduled For August 22, 2012",1
ESTE,2015-05-14,"EarthStone Energy Reports Q1 Loss $0.08 vs Est Loss $0.11, Sales $11.3M Vs Est $13.99M",1
TOL,2016-02-23,"Toll Brothers Reports Mixed Q1, Shares Trading Nearly Flat",2
EFX,2011-07-25,"Automatic Data Processing Earnings Preview: Revenue, Earnings Expected to Fall from Previous Quarter",1
CHCO,2015-01-26,City Holding Reports Q4 EPS $0.95,1
CBG,2011-03-25,"Mad Money Lightning Round: Cramer Likes CB Richard Ellis (SGEN, CBG, BIDU, SINA, ACW, CNH, POT)",0
MTOR,2011-11-18,Meritor hits 52-Week low,0
NBL,2016-09-20,Deutsche Bank Energy Summit Begins Today,1
IVZ,2010-09-22,J.P. Morgan: Invesco Is A Good Investment Opportunity,1
KANG,2016-03-11,Meinian Onehealth Healthcare Issues Statement Responded to iKang Allegations,1
MDCO,2016-05-05,Cowen & Company Initiates Coverage on The Medicines at Outperform,2
FOX,2013-11-18,2013 3Q 13F Roundup,0
TM,2012-03-05,"Toyota Revises US February Prius Sales to 20,593 -Bloomberg",1
NYCB,2013-01-10,"JP Morgan Maintains Neutral on New York Community Bancorp, Lowers PT to $13.00",1
FOX,2015-09-23,Your Madison Square Garden Spinoff Cheat Sheet,1
HBAN,2011-05-27,Jefferies Reiterates Buy on Huntington Bancshares,1
AZN,2012-08-30,Pharma Companies Switch Drugs to OTC Market,1
TM,2017-07-10,Tesla Vs. The Auto World Ahead Of Model 3 Launch,1
CMCO,2017-05-31,Mid-Afternoon Market Update: Vera Bradley Surges On Narrower-Than-Expected Loss; EnerSys Shares Slide,2
ONP,2011-07-14,Orient Paper Trading 5% Higher On Heavy Volume,0
DG,2016-08-17,Option Alert: DG Fri 9/2 92.5 Calls (Wkly) Sweep: 978 @  ASK  $1.70: 1168 traded vs 60 OI:  Earnings 8/25 Before Open  $90.50 Ref,2
ONP,2011-05-03,"CEOWORLD TOP Basic Materials stocks picks on 5/3/11- NNBR, OMN, LBIX, CPGI, NL, GEVO, SUTR, ONP, IP, CTIB, ALTI, CCJ, BEST…",0
ADI,2016-07-27,8 Biggest Price Target Changes For Wednesday,0
AVY,2010-12-07,Another Acquisition by 3M - Analyst Blog,1
ACGL,2017-10-12,Arch Capital Group Reports Estimated NEgative Impact Due To Recent Hurricanes And Mexico Earthquake Of $285M-$345M,1
ZGNX,2012-07-16,Zogenix Pops on FDA Acceptance for Review of Zohydro ER NDA,0
DKS,2016-05-05,"Worst Performing Industries For May 5, 2016",1
DKS,2013-10-30,"Jefferies Initiates Coverage on Dick's Sporting Goods Inc at Hold, Announces $57.00 PT",1
TOL,2017-09-14,"Benzinga's Top Upgrades, Downgrades For September 14, 2017",1
MBUU,2014-11-04,"Malibu Boats Reports Q3 EPS of $0.19, Inline; Revenue of $47.70M vs $47.64M Est",1
CNX,2011-04-13,CONSOL Energy Amends and Restates Loan Agreements Totaling $2.5 Billion ,1
TXRH,2013-06-19,UPDATE: Texas Roadhouse Says Could Consider Buying Another Restaurant Brand,1
CNX,2012-09-14,"Global Hunter Securities Initiates Coverage on Consol Energy at Neutral, Announces PT of $35",1
STRA,2010-12-21,Education Management Subpoenaed,0
DKS,2011-01-24,8 Stocks Offering Ideal Short Setups,1
ETN,2017-02-03,7 Biggest Price Target Changes For Friday,1
AZN,2014-10-30,Markets Rally On Better Than Expected GDP; Dow Has Best Close In More Than A Month,1
FOXF,2013-08-08,"Shares of Fox Factory Holding Co. Open for Trade at $18, Priced at $15",2
AZN,2016-05-13,"UPDATE: AstraZeneca CEO Says Expects Progression-Free Survival Data from Mystic Immuno-Oncology Trial in Early 2017, With Overall Survival Data in Q2/Q3 2017",1
NBL,2010-12-29,Adding Yield to Your Porfolio - Muni Bonds  12-29-2010,1
COF,2011-08-09,"News Summary for August 9, 2011",2
RGEN,2013-04-08,Stocks Hitting 52-Week Highs,2
JWN,2011-04-14,"PREVIEW: Initial and Continuing Claims to be Reported at 8:30am 4/14/11 (WMT, JWN)",1
G,2012-10-31,Genpact Reports Q3 EPS $0.11 vs $0.24 Est; Revenues $491.2M vs $485.90M Est,1
AVA,2016-07-29,Avista Announces Oregon PUC Approval Of Gas Cost Adjustment,1
HALO,2014-06-05,Morning Market Movers ,0
SNY,2012-08-03,Standpoint Research Downgrades Sanofi-Aventis from Buy to Hold,2
GGP,2010-12-08,General Growth At Lows Of Session ,0
NRG,2010-09-29,Oppenheimer Initiates Coverage of NRG Energy,1
RGLD,2012-03-21,"National Bank Financial Upgrades Royal Gold from Sector Perform to Outperform, Maintains PT at $82",1
NAV,2012-06-05,Benzinga's Top Downgrades,2
DG,2016-11-30,Q3 2016 Real-Time Call Brief,1
TM,2016-05-03,Toyota Motor April Sales Rise 3.8%,1
RLI,2011-05-05,RLI Increases Dividend by $0.01 to $0.30,1
NAV,2015-02-04,"Navistar Trading Resumes, Up ~5%",1
TOL,2014-09-03,"Stocks To Watch For September 3, 2014",0
RLI,2017-04-25,"RLI Director Robert P  Restrepo Jr Buys 2,325 Shares @ Avg Price: $56.02 -Form4",2
EFX,2014-02-18,UPDATE: Raymond James Downgrades Equifax Ahead of Limited Upside Opportunities,1
TOL,2011-08-23,"Option Alert: Heavy Volume in Toll Brothers September 15 Call; 13,860 Contracts",1
DKS,2015-11-30,"Worst Performing Industries For November 30, 2015",1
AZN,2014-06-04,ASCO Meeting Day 1: Preserving Fertility And Reducing Side Effects,1
ZGNX,2016-03-15,"Brean Capital Positive On Zogenix, Says Favorable Phase 3 Of Cannabidiol Is Positive For ZX008, Sees Potential For Study 504 Read-Out To Yield Support For Premium Pricing & Exclusivity In EU, Maintains Buy And $28 PT",0
GD,2014-07-23,General Dynamics Shares Up On Strong Outlook,1
JWN,2017-06-09,Nordstrom Buyout News Immediately Wipes Out All Of Short Sellers' 2017 Gains,2
AZN,2013-06-10,"Stocks To Watch For June 10, 2013",1
ADI,2013-08-20,"  Earnings Scheduled For August 20, 2013",1
TXRH,2015-05-04,"Earnings Scheduled For May 4, 2015",1
DG,2013-08-26,"Deutsche Bank Maintains Buy on Dollar General Corporation, Raises PT to $62.00",1
STRA,2013-05-01,"Earnings Scheduled For May 1, 2013",2
TM,2017-01-31,Automakers Shift Lanes As Disruptive Technologies Take Over,1
GD,2017-04-06,General Dynamics UK Awarded £330M Contract to Develop Next-gen Battlefield Network for British Army,1
MTOR,2011-10-05,"End-of-Day Market Summary for October 5, 2011",2
DKS,2011-08-15,After-Hours Losers,2
FOX,2015-06-24,"FOX News, SiriusXM Launch National News Channel",1
FISV,2011-06-03,Citi Reiterates Buy on Fiserv,1
TEO,2017-03-09,"Earnings Scheduled For March 9, 2017",1
JWN,2013-05-13,"Stocks to Watch for the Week of May 13, 2013",2
NBL,2016-06-22,CLSA Initiates Coverage on Noble Energy at Outperform,1
WAT,2014-03-03,Top 4 NYSE Stocks In The Scientific & Technical Instruments Industry With The Highest ROE,1
KEY,2017-05-31,"KeyCorp, Morningstar Announce Deal for KeyBank to Buy Morningstar's HelloWallet, No Terms Disclosed",0
IMPV,2017-01-31,Oppenheimer Says Trump's Expected Executive Order For Cybersecurity Expected To Be Positive For Many Security Names In Their Sector,2
JWN,2016-02-18,"Earnings Scheduled For February 18, 2016",1
DG,2012-10-10,"Nomura Maintains Dollar General at Buy, Raises PT from $57 to $62",1
NAV,2017-06-02,Option Alert: Navistar Jun 23rd 25.5 Puts Sweep: 512 @  ASK  $1.00: 512 traded vs 0 OI:  Earnings 6/7 Before Open  $26.35 Ref,0
BPL,2016-10-10,Buckeye Partners Issues Statement Related to Hurricane Matthew,1
SPB,2013-02-07,UPDATE: Spectrum Brands Posts FQ1 Loss,1
AVA,2011-05-16,"10 Utility Companies You Can Be ""Proud to Own""",1
RGLD,2013-04-25,Short Interest Rises in Gold Mining Stocks ,2
AZN,2017-08-17,"AstraZeneca Shares Unaffected As Lynparza Receives Added, Broad US Approval For Ovarian Cancer Treatment",1
CMCO,2015-08-25,"Worst Performing Industries For August 25, 2015",0
IVZ,2016-07-12,"Invesco Reports Jun. AUM $779.6B, Down 1.5% MoM",2
MDU,2011-09-09,Mad Money Lightning Round: Cramer Likes MDU Resources Group,0
CCIH,2011-12-14,ChinaCache to Provide Acceleration Supporting Services to Shanghai Branch of China Telecom Corporation Limited ,1
GD,2014-01-22,"Form 8-K from General Dynamics Shows Co. In Accelerated Buyback Plan for 11.4M Shares, Valued at $1.1B",2
NAV,2012-12-19,Navistar International Corporation Reports Q4 GAAP EPS of $(40.13) Does Not Compare to $(1.12) Est; Revenue of $3.28B vs $3.18B Est,0
GD,2015-01-08,Defense Stocks Spike Lower Amid News Of Pentagon Cuts,2
ETN,2014-07-18,Eaton Corporation Narrows Q2 EPS Guidance from $1.05-1.15 to $1.10-1.12 vs $1.18 Est,1
FISV,2010-08-25,Buffett Invests In The Future,1
JWN,2015-12-07,"Argus Research Views Decelerating Comps As A Concern For Investors, Cuts FY 2016 EPS To $3.45 From $3.76",1
AZN,2015-04-07,"RG-125 (AZD4076), a microRNA Therapeutic Targeting microRNA-103/107 for the Treatment of NASH in Patients with Type 2 Diabetes/Pre-Diabetes, Chosen As Clinical Candidate by AstraZeneca",1
JWN,2011-07-19,Nordstrom Hits New 52-Week High at $50.93,2
GD,2011-01-11,6 Defense Picks for Diversification,1
JWN,2011-04-07,Nordstrom March Sales up 5.1%  ,1
MDU,2013-08-01,"DA Davidson Downgrades Mdu Res Group Inc to Neutral, Maintains $30.00 PT",2
STLD,2016-11-14,"10 Stocks That Rallied Four Days, Then Sold Off On Friday",2
TM,2010-12-06,AutoNation Sales Up 16% - Analyst Blog,1
JWN,2015-10-01,Nordstrom Adds $1B to Buyback Plan,1
RUBI,2017-03-15,20 Stocks Moving In Wednesday's Pre-Market Session,0
CLI,2013-04-15,Mack-Cali Plans to Cut Dividend from $0.45 to $0.30/Share,0
IVZ,2012-11-02,"Nomura Maintains Invesco Limited at Buy, Raises PT from $28 to $29",1
PERY,2011-12-20,"End-of-Day Market Summary for December 20, 2011",1
GWPH,2016-09-27,"GW Pharma Spokesperson Responds to Benzinga Inquiry on Possible Sales Partnership for Epidiolex: 'We are growing our U.S. team rapidly, which will include a sales force.'",1
IVZ,2011-10-07,"Bank of America Upgrades Invesco to Buy, PO Lowered to $25",0
GWPH,2014-07-30,"GW Pharmaceuticals to Report Q3 2014 Financial Results on August 6, 2014 Before the Market Open",1
JWN,2010-08-13,"Stocks To Watch For August 13 (NVDA, JCP, TMK, JWN)",1
AEZS,2015-11-23,Aeterna Zentaris +91% @$8.09,2
ACC,2016-05-04,Argus Research Downgrades American Campus to Hold,2
TOL,2015-01-07,Is It Time To Cycle Into Housing?,2
AZN,2016-05-18,AstraZeneca's Multi-Tumor Opportunity Still Exists,1
RENN,2012-10-05,Renren Spikes Lower,1
UFI,2013-01-22,Unifi Announces $50M Stock Buyback,0
AZN,2013-12-09,FDA Posts Staff Review of AstraZeneca/Bristol's Metreleptin on Website,1
JWN,2011-01-07,December Sales Rise at Nordstrom - Analyst Blog,0
HBAN,2016-12-14,Huntington Raises Prime Rate from 3.5% to 3.75%,1
CSV,2011-11-04,Carriage Services Announces Retirement of Vincent D. Foster From Board of Directors  ,1
AVA,2013-07-31,Avista Makes Annual Price Adjustment Requests in Idaho; Changes Would Increase Electric and Natural Gas Prices,1
NKTR,2011-06-08,J.P. Morgan Reiterates Overweight on Nektar Therapeutics,0
STRA,2011-01-11,Apollo's Earnings Surge - Analyst Blog,0
AZN,2012-10-01,"Benzinga's M&A Chatter for Monday October 1, 2012",1
PTR,2012-03-06,"Benzinga's Top ETF Decliners, March 6th (RUSL, YINN, NUGT)",1
CLI,2011-10-20,"Earnings Preview: Boston Properties' EPS, Revenue Expected to Rise",1
COF,2011-08-10,Capital One Nabs HSBC Credit Card Biz,1
EFX,2013-10-25,UPDATE: Baird Equity Research Upgrades Equifax on Attractive Valuation,2
MDCO,2012-10-24,Medicines Reports Q3 EPS $0.40 May Not Compare to $0.21 Est; Revenues $136.8M vs $136.46M Est,1
SNV,2010-03-29,FBR Capital Markets Downgrades Synovus To Underperform (SNV),0
IMPV,2015-01-16,"Buckingham Research Initiates Coverage on Imperva at Neutral, Announces $53.00 PT",1
NM,2017-05-24,15 Biggest Mid-Day Losers For Wednesday,0
AZN,2015-01-09,What Investors Are Expecting Ahead Of Multiple Nektar Therapeutics Catalysts,1
IVZ,2011-10-24,"UPDATE: Invesco Reports 8% Rise In Q3 Net Income, Announces Dividend",2
TM,2016-10-19,Toyota and Uber Will Partner in India Related to Car-Financing Program,1
PERY,2017-03-22,"Perry Ellis Reports Q4 Adj. EPS $0.66 vs $0.60 Est., Sales $204M vs $229.6M Est.",0
ETN,2014-07-29,"UPDATE: Eaton Q2 Sales Surge 3%, Narrows Earnings Forecast",0
VNOM,2017-01-19,15 Biggest Mid-Day Losers For Thursday,1
DG,2017-03-16,Mid-Day Market Update: U.S. Stocks Turn Negative; GoPro Shares Spike Higher,2
PERY,2015-02-17,"UPDATE: Perry Elliss Sees FY15 Sales ~$890M vs $916.35M Est., Sees FY16 Sales $925M-$935M vs $955M Est.",0
G,2011-05-06,J.P. Morgan Adjusts Its FY11 And FY12 Estimates On Genpact (G),1
CASH,2010-10-18,"Benzinga's Top Pre-Market NASDAQ Losers (PETS, CASH, HERO, LULU)",0
ACGL,2011-06-28,"Arch Capital Group Says 2Q Reults to be Negatively Impacted by Catastrophic Events, Losses $90M-110M",1
AZN,2015-05-18,AstraZeneca to Invest in New Biological Manufacturing Facility in Sweden; To Create 150-250 Jobs By 2019,1
PNNT,2013-02-06,PennantPark Investment Corporation Reports Q1 EPS of $0.28 vs $0.27 Est; Revenue of $33.0M vs $32.48M Est,1
TM,2016-10-03,"Autodata Reports Sept. Light Vehicle Sales Totaled 1.44M Units, Down 0.5% YoY",1
AZN,2017-10-23,"AstraZeneca, Merck Rapidly Advance LYNPARZA in Japan With a NDA To Japan's Pharmaceuticals and Medical Devices Agency",1
DPW,2017-06-21,Digital Power Regains NYSE Compliance,0
NAV,2013-03-08,"Mid-Afternoon Market Update: Markets Continue to Rise, Navistar Shows Continued Strength",2
NM,2011-08-31,"Citigroup Resumes Coverage On Navios Maritime, Lowers PT To $5",1
CLI,2015-06-04,Benzinga's Top Upgrades,1
RLGT,2013-11-13,"Radiant Logistics, Inc. Reports Q3 EPS of $0.03 vs $0.02 Est; Revenue of $76.70M vs $80.65M Est",2
IMPV,2016-05-05,"Imperva Sees Q2 Sales $65.5M-$66.5M vs $70.3M Est., EPS $(0.04)-$(0.02) vs $(0.04) Est.",1
GWPH,2016-09-09,GW Pharmaceuticals -6.5% Premarket @$98; Co Spokesperson Says Morgan Stanley has been Advisor for Many Years,1
GABC,2015-10-26,German American Bancorp Announces Definitive Merger Deal with River Valley Bancorp; River Valley Holders to Receive 0.77 Shares of GABC Plus Cash Payment $9.90/RIVR Share,1
MTOR,2013-05-03,"Meritor Names Ivor Evans Exec. Chairman, Interim CEO",2
MDCO,2015-01-07,Mid-Morning Market Update: Markets Surge; Monsanto Profit Tops Estimates,2
HBAN,2010-08-24,"Mad Money Lightning – Stocks According To Cramer (LVS, CRM, SAP, VOD, RLD, HBAN, WCRX)",1
ZGNX,2013-09-10,FDA Traders Considering Admin. Updates Labels on Long-Acting Painkillers,2
NAV,2013-12-23,"#PreMarket Primer: Monday, December 23: A Quiet Week For Markets Around The World",0
GD,2012-09-11,General Dynamics Wins $42M Contract,1
NM,2016-08-25,Mid-Afternoon Market Update: Guess? Jumps On Earnings Beat; Signet Jewelers Shares Tumble,0
DG,2011-06-01,Dollar General Guides FY Same-Store Sales Up 3%-5%; Total Sales Up 11%-13%,0
HDP,2015-12-14,"Drexel Hamilton Initiates Coverage on Hortonworks at Buy, Anno $44.00 PT",1
